Tournament,TeamName,Speakers
"ABP 2020","Ateneo 1","ignaciovillareal;mikkovitug"
"ABP 2020","Ateneo 2","davidafrica;luigialcaneses"
"ABP 2020","Ateneo 3","javidelmundo;quintinchua"
"ABP 2020","Ateneo 4","alybarranda;beacuizon"
"ABP 2020","Atma 1","crystaltanika;kristaangelica"
"ABP 2020","Atma 2","kennethjanovan;vincentchang"
"ABP 2020","BITS Goa 1","abhijeetanilkumar;redacted"
"ABP 2020","BITS Goa 2","suhasprasanna;yashchaturvedi"
"ABP 2020","BITSP 1","mrdul;saksham"
"ABP 2020","BITSP 2","harshmahajan;jayeesharora"
"ABP 2020","BRAC 1","aliyafairuz;nayaranoor"
"ABP 2020","BRAC 2","redacted;redacted"
"ABP 2020","BUET 1","shirshasongshoptak;tahmeedhossain"
"ABP 2020","BUET 2","abrarmuhit;ishmamtasnim"
"ABP 2020","BUET 3","dhrubokamal;jumanaakhtertanuja"
"ABP 2020","BUET 4","adridas;amanathossainemon"
"ABP 2020","CBS","adittyadhingra;ajatshatrusinghrawat"
"ABP 2020","Christ University 1","pranavrao;ssriram"
"ABP 2020","Christ University 2","nishitsinghal;srinidhi"
"ABP 2020","Christ University 3","ishamahajan;paromaraha"
"ABP 2020","CU 1","syedshahriarrahman;arjontripura"
"ABP 2020","CU 2","moriamjahansayma;hasibkhan"
"ABP 2020","CU 3","muhammadbakhtiar;jannatulnaim"
"ABP 2020","CUHK 1","wilfredwong;jakeyeung"
"ABP 2020","CUHK 2","ooihonson;joshuayeung"
"ABP 2020","CUHK 3","andriusbudiono;matthewling"
"ABP 2020","DC 1","hemantsangwan;mozaientak"
"ABP 2020","DELHI 1","kanikakaur;shubhankarkashyap"
"ABP 2020","DLSU 1","kenalunan;joshuadita"
"ABP 2020","DLSU 2","tonieperalta;kristinebarbosa"
"ABP 2020","DLSU 3","ethanlimkakeng;raphaelestacio"
"ABP 2020","DLSU 4","charlottereyes;vincentco"
"ABP 2020","DU FBS 1","kmnajibhayder;redacted"
"ABP 2020","GLC A","altamashkadir;mallikadandekar"
"ABP 2020","GLC B","rangan;rajdeepmukherjee"
"ABP 2020","GLC H","shakyachandra;shvabhchakarwarti"
"ABP 2020","GLC Q","iragosavi;kevinsanthosh"
"ABP 2020","Habib 1","mahadakbar;hamzafarookhi"
"ABP 2020","Habib 2","ashahadabbasjokhio;hafsakhurram"
"ABP 2020","HRC","snehadas;vanshikasharan"
"ABP 2020","IBA DU 1","mohammedwasifaminkhan;sajidasbatkhandaker"
"ABP 2020","IBA DU 2","syedshadabtajwar;rifayatzafeerwafee"
"ABP 2020","IBA DU 3","ishaquesadat;sadidjubayermurshed"
"ABP 2020","IBA DU 4","redacted;shahjadaaswad"
"ABP 2020","IBA JUDC","nazmussakib;redacted"
"ABP 2020","IITB 1","parshvashah;anangarana"
"ABP 2020","IITB 2","pushkarmohile;jaymallodha"
"ABP 2020","IITB 3","abhishekacharya;sohampurohit"
"ABP 2020","IIUM 1","hanazawawi;irtzasoomro"
"ABP 2020","IIUM 2","shafiazhan;anissufea"
"ABP 2020","IIUM 3","arsyad;bryansim"
"ABP 2020","IIUM 4","iqramsharif;sarrahsalihan"
"ABP 2020","IIUM 5","tasmia;imran"
"ABP 2020","ILNU 1","akshitmishra;subhamkrishnaborah"
"ABP 2020","ILNU 2","aarushsharma;adhirathchoudhary"
"ABP 2020","ILNU 3","ssganesh;priyanshirachchh"
"ABP 2020","ILS 1","bhargavbhamidipati;meenalbhagat"
"ABP 2020","ILS 2","krishnanair;nachiketkulkarni"
"ABP 2020","IUB 1","zobayerahmed;wasiazmainchowdhury"
"ABP 2020","IUB 2","mithisarwar;tazwarbinsaleh"
"ABP 2020","IUB 3","hosenankurandalib;tasminzareen"
"ABP 2020","IUT A","mahdiaakter;nokimulhasanarif"
"ABP 2020","IUT B","sumaietatasnim;nusheratazreen"
"ABP 2020","IUT C","zahinraidah;mdsameeulamin"
"ABP 2020","Jindal Global University","prathikkarthikeyan;gouthambhaskarsurappini"
"ABP 2020","JSMU A","mariamarif;syedshahzaibshakeel"
"ABP 2020","JSMU B","maryamshahidkhan;mariumyousuf"
"ABP 2020","JSMU C","waniaali;aqsaiqbal"
"ABP 2020","Keio A","owenjinwanpark;atsushisumida"
"ABP 2020","Keio B","eikigoro;redacted"
"ABP 2020","Keio C","toshiyaozawa;takuababa"
"ABP 2020","Keio D","jayneyu;takushikobayashi"
"ABP 2020","KU 1","nafizrahman;tariqibnahasanshams"
"ABP 2020","KUET 1","fahamidayeasminnishat;sadmanmohammadnasif"
"ABP 2020","KUET 2","shahirarkabirrahat;ifatrahmanmaruf"
"ABP 2020","LUMS 1","zaidabro;muazjadoon"
"ABP 2020","LUMS 2","asharimran;ahsanmuhammad"
"ABP 2020","LUMS 3","zohamirza;lybabashirchoudhry"
"ABP 2020","Malaya 1","daneshaggarwal;sharwin"
"ABP 2020","Malaya 2","kuhan;lucchoong"
"ABP 2020","Malaya 3","nevyn;qihui"
"ABP 2020","Malaya 4","aaronlraj;vishalsidhu"
"ABP 2020","Malaya 5","kamaraazliekamarazaman;leezziejohn"
"ABP 2020","Miranda House","tejasvi;navneetkhubber"
"ABP 2020","MIST","habibrkornob;zubayeruddin"
"ABP 2020","MIST 2","amrinrahman;makhzumkhanshadid"
"ABP 2020","MIT 1","vratinsrivastava;arunsomasundaram"
"ABP 2020","Monash 1","audrey;revantj"
"ABP 2020","MSRIT 1","atulrh;danielmonteiro"
"ABP 2020","MSRIT 2","kaushikhm;preranarai"
"ABP 2020","MSRIT SWANSONS","dutt;mohammedmudassirraza"
"ABP 2020","National Taiwan University 1","redacted;redacted"
"ABP 2020","National Taiwan University 2","redacted;jimyueh"
"ABP 2020","NMIMS SOL B","jaanveesawant;parthraval"
"ABP 2020","NMIMS SOL STD","zaynbadami;chinmayamohan"
"ABP 2020","NSU A","asifmehediadi;mirazmurshedrahman"
"ABP 2020","NSU B","tawfiqulwahid;momotazrahmanmegha"
"ABP 2020","NTU 1","ongzhenzhen;joseyip"
"ABP 2020","NTU 2","chaitanyagupta;samshrivastava"
"ABP 2020","NTU 3","balachanderprashanthi;rohankapur"
"ABP 2020","NUS 1","teoenqi;shaunlee"
"ABP 2020","NUS 2","issacko;vedantsandhu"
"ABP 2020","NUS 3","rachelhan;kavindrasenaratna"
"ABP 2020","NUS 4","ernestcheong;deon"
"ABP 2020","Osaka 1","kanmorita;yukisaito"
"ABP 2020","PKU","raywang;windawang"
"ABP 2020","RVCE 1","neelbhandari;shraddhakulkarni"
"ABP 2020","RVCE 2","abhilashsane;shuvammitra"
"ABP 2020","RVCE 3","rishadassi;shashankdhavala"
"ABP 2020","RVCE 4","arjunbharadwaj;sanatsrivastava"
"ABP 2020","Seoul 1","seunghunbrianjung;masfiqrahman"
"ABP 2020","SLS A","rudrashankar;kaustavroy"
"ABP 2020","SLS B","treenokguha;rohitbhattacharya"
"ABP 2020","SLS C","aryabhandankar;sayantanbhattacharya"
"ABP 2020","SMU A","adilhakeem;subranara"
"ABP 2020","SMU B","luhuiyi;seahpeisong"
"ABP 2020","SMU C","bharatgangwani;redacted"
"ABP 2020","St Stephen&#x27;s A","adis;kshitijchauhan"
"ABP 2020","SUFE A","redacted;redacted"
"ABP 2020","SUFE B","sharonyang;dollyzhang"
"ABP 2020","SUFE C","redacted;redacted"
"ABP 2020","SUFE D","redacted;ponywang"
"ABP 2020","Sunway A","muhammadafiqbinmohdmuazzam;irfan"
"ABP 2020","Swing 1","carolynwu;mujahidhadzri"
"ABP 2020","Swing 2","kelia;clairene"
"ABP 2020","Swing 3","redacted;redacted;hilmyyazid"
"ABP 2020","SXCM A","surabhihemantchavan;joannejohnson"
"ABP 2020","SXCM B","lakshyadugar;akankshamishra"
"ABP 2020","SXUK","redacted;shreyasibhattacharya"
"ABP 2020","Taylor&#x27;s 1","harnaveenjeetsingh;ploopy"
"ABP 2020","Taylor&#x27;s 2","kimberley;kuberanhansrajhkumaresan"
"ABP 2020","Taylor&#x27;s 3","bolade;leenahmed"
"ABP 2020","Tokyo 1","kananishizaka;totatakahashi"
"ABP 2020","TP 1","aaliyah;justinlim"
"ABP 2020","Trubhuvan University","srijanpoudel;pawanadhikari"
"ABP 2020","UGM A","muhammadraflyrizky;rakyansekarkinanthi"
"ABP 2020","UGM B","muhammadrizkiakbarlubis;muhammadzufarfarhanzuhdi"
"ABP 2020","UGM C","matthewgultom;graysonjovandi"
"ABP 2020","UI 1","eugenialeonetta;redacted"
"ABP 2020","UI 2","keziaascenciowidayat;putri"
"ABP 2020","U Macau 1","garrettli;emonzhou"
"ABP 2020","U Macau 2","donnertang;kikiliew"
"ABP 2020","U Macau 3","markwong;clarawuchunxuan"
"ABP 2020","UNIMAS A","ryanadlertan;akasyah"
"ABP 2020","UNIMAS B","amysuhana;gurtejsingh"
"ABP 2020","UNIMAS C","brendanjeremy;enochlim"
"ABP 2020","UPD 1","pepdanguilan;nickysolis"
"ABP 2020","UPD 2","aliayao;claricetee"
"ABP 2020","UPD 3","redacted;miguelsulit"
"ABP 2020","UPD 4","bealegaspi;czarinaendaya"
"ABP 2020","UPLB 1","jjpine;redacted"
"ABP 2020","UPLB 2","bellebarbin;farley"
"ABP 2020","UPLB 3","loystalip;gielarmirequina"
"ABP 2020","UPLB 4","cjsalayo;markmercene"
"ABP 2020","UT MARA 1","hafizmuhriza;imanhassan"
"ABP 2020","UT MARA 2","zazuandaud;sharyfahabshee"
"ABP 2020","UT MARA 3","aimishahirah;amirulsyakir"
"ABP 2020","UTP","sivwanisivaram;sharveena"
"ABP 2020","VIT 0","suhasathreya;aviralbhatia"
"ABP 2020","VIT B","kritikasharma;nitinkumarsaidha"
"ABP 2020","VIT Z","rajivchandrasekhar;lavanyaprabhat"
"ABP 2020","YNC 1","stevensy;wisha"
"ABP 2021","AAU 1","chihaoyang;wangying"
"ABP 2021","ADNU 1","charlynmlastrollo;seanfrancissrbertiz"
"ABP 2021","AEU 1","luoxipeng;maojiayang"
"ABP 2021","AJCUI 1","angelliagiovanni;beautyarielben"
"ABP 2021","ASET 1","aishwaryachuramani;prishawarikoo"
"ABP 2021","Ateneo 1","davidafrica;maecapansensoy"
"ABP 2021","Ateneo 2","irenedelacruz;tobileung"
"ABP 2021","BAC 1","dineshsubramaniam;trimannjohl"
"ABP 2021","BFSU 1","carolxu;yolandayang"
"ABP 2021","BHU 1","hughyaohaotian;wanglinhan"
"ABP 2021","BISU 1","linkcrane;beryl"
"ABP 2021","BITS Goa 1","suhasprasanna;yashchaturvedi"
"ABP 2021","BJUT 1","shanyan;sunyuyang"
"ABP 2021","BRAC 1","sajidbinhasnat;debater"
"ABP 2021","BRAC 2","rahatkhan;mahdiuddin"
"ABP 2021","BUET 1","jumanaakhtertanuja;shirshasongshoptak"
"ABP 2021","BUET 2","ishmamtasnim;mabrarmuhit"
"ABP 2021","BUP 1","alvitonoy;farhanisraqhaque"
"ABP 2021","CAFUC 1","wangkewen;songwenjing"
"ABP 2021","CFAU 1","zhangsiqi;zhangxinyi"
"ABP 2021","Chula 1","chanakanwittayasakpan;chayatonsubchavaroj"
"ABP 2021","CSUST 1","luojinfeng;xiesilei"
"ABP 2021","CU 1","hasibkhan;jannatulnaim"
"ABP 2021","CUC 1","ruiyangyao;yufanzhang"
"ABP 2021","CUG（Wuhan） 1","shenzheyu;hejiayi"
"ABP 2021","CUHK 1","ooihonson;andriusbudiono"
"ABP 2021","CUHK 2","maishamaryam;annabellegemmell"
"ABP 2021","CUHKSZ 1","caoxiaoyi;chauwaiyin"
"ABP 2021","CUMT 1","yangao;jiahaowang"
"ABP 2021","CUPB 1","yisoowan;conniechen"
"ABP 2021","CUPL 1","gaowenhan;lijiayue"
"ABP 2021","DAV 1","othithuhien;phamthitrami"
"ABP 2021","DAV 2","hatuanhung;nguyenbavietdung"
"ABP 2021","DAV 3","ngominhkien;vuuchung"
"ABP 2021","DAV 4","nguyenkhanhlinh;vuhoanganh"
"ABP 2021","DBC 1","hemantsangwan;ishitasingh"
"ABP 2021","DDUC 1","lavanyapuri;robinahuja"
"ABP 2021","DJTU 1","charlottexue;lindahou"
"ABP 2021","DLSU 1","charlottereyes;ethanlimkakeng"
"ABP 2021","DOLCU 1","asadali;anweshabandyopadhyay"
"ABP 2021","DRC 1","abeerharoon;riyagupta"
"ABP 2021","Dr. RMLNLU 1","jibranahmadkhan;tejasjaiswal"
"ABP 2021","DTU 1","vsayiram;pranjalsingla"
"ABP 2021","DU 1","narayansharma;surabhimenon"
"ABP 2021","ECNU 1","qiqianqian;zhuxinyi"
"ABP 2021","ECUPL 1","zheqinhu;junyiqian"
"ABP 2021","ECUST 1","wanghuini;yanjiayi"
"ABP 2021","FDU 1","jacksonyan;isaacluo"
"ABP 2021","FMS USJ 1","dinuldoluweera;krishandhammearatchi"
"ABP 2021","FTU 1","nguyenviettung;phanyenminh"
"ABP 2021","FTU HCMC 1","huynhvinhthuy;phamcongduy"
"ABP 2021","FUV 1","leaominhtam;leminhtu"
"ABP 2021","GDPU 1","huangshuyun;yangyi"
"ABP 2021","GLC 1","ritabratamitra;sumanmitra"
"ABP 2021","GNLU 1","chahanacharles;aaryanaanand"
"ABP 2021","GUET 1","johnson;tylerma"
"ABP 2021","GUPSL 1","xiayin;zhangyirui"
"ABP 2021","GZHU1","xuechuntao;qiuwenwen"
"ABP 2021","HBNU 1","hanliqing;weili"
"ABP 2021","HLU 1","phuongtran;thanhphatnguyen"
"ABP 2021","HNU 1","liuyanping;tuxinyu"
"ABP 2021","HUFS 1","seokjinyun;youngwoopark"
"ABP 2021","IBA-DU 1","sadidjubayermurshed;syedshadabtajwar"
"ABP 2021","IEU 1","tanglinna;huyiwen"
"ABP 2021","IIT-B 1","shubhneetsoni;anishshivamani"
"ABP 2021","IIT-B 2","jaymallodha;abhishekacharya"
"ABP 2021","IIT BHU 1","akshayakash;ankitkumarpandey"
"ABP 2021","IITK 1","akankshasingh;gitikamittal"
"ABP 2021","IIT KGP 1","asthajakher;mirambikasikdar"
"ABP 2021","IIUM 1","arsyadasyl;bryansim"
"ABP 2021","IIUM 2","tasmiatoyeblorin;eliaalhakim"
"ABP 2021","ILNU 1","aarushsharma;akshitmishra"
"ABP 2021","ILS 1","ojasdate;aaryamanpathare"
"ABP 2021","IUB 1","nazifaraidah;wasiazmainchowdhury"
"ABP 2021","JSMU 1","syedshahzaibshakeel;laibahassan"
"ABP 2021","JU 1","farhamehezabeen;muntasirmansur"
"ABP 2021","KCWU 1","aiferimtiaz;javariayaqub"
"ABP 2021","Keio 1","takuababa;toshiyaozawa"
"ABP 2021","Keio 2","yoheihoriguchi;takushikobayashi"
"ABP 2021","Korea 1","weonbinna;suhyunlee"
"ABP 2021","KUET 1","sadmanmohammadnasif;shahriarkabirrahat"
"ABP 2021","Kyoto 1","koseimasube;yukimorita"
"ABP 2021","LNU 1","cocohuang;zoeyyang"
"ABP 2021","LUMS 1","ozairzafar;muhammadazeem"
"ABP 2021","Malaya 1","kuhankarttikeyn;catherinealicianathan"
"ABP 2021","Malaya 2","muhyuddinahsan;melveerjay"
"ABP 2021","MIT 1","arushigandhi;aiswaryaanand"
"ABP 2021","MMSU-CTE 1","archiejohnblasenrade;michaelchristopheagustin"
"ABP 2021","MSU-GSC 1","benedict;jeff"
"ABP 2021","MUST 1","alexgao;sophiaxiao"
"ABP 2021","NENU 1","lizhuoqing;zhangyuhan"
"ABP 2021","NEU 1","lagialong;haileyle"
"ABP 2021","NEU 2","nguyendanhthaiduong;vuongquocdung"
"ABP 2021","NEUQ 1","yangweiwei;wangjiaqi"
"ABP 2021","NLIU 1","anshumanmishra;siddharthsisodia"
"ABP 2021","NLU-D 1","debayanbhattacharya;kshitijrao"
"ABP 2021","NMIMS SOL 1","abhisekbehera;parthraval"
"ABP 2021","NNU 1","hudie;zhuyunwen"
"ABP 2021","NSU 1","megharahman;mahatabkabirkhandaker"
"ABP 2021","NSU 2","mdserajussalekin;sadiaebnattreporna"
"ABP 2021","NTU 1","rohankapur;darrenwoo"
"ABP 2021","NTU 2","waynelim;ongzhenzhen"
"ABP 2021","NUS 1","shaunlee;issacko"
"ABP 2021","NUS 2","clairenetan;amylee"
"ABP 2021","NUSTZJ 1","yangyang;wangliqing"
"ABP 2021","NWU 1","chengziyang;wangxiaoyu"
"ABP 2021","PCU 1","cherrieangelwijaya;cindychristina"
"ABP 2021","PKU 1","rayyixiaowang;benniu"
"ABP 2021","PUC 1","mdmahadirahman;soumensarker"
"ABP 2021","RCL 1","snehaverma;rdeeksha"
"ABP 2021","RIC 1","treshanfernando;chetanperera"
"ABP 2021","RMIT 1","huynhtanthinh;nguyentranthanhtam"
"ABP 2021","RUC 1","zeldayu;maevezhou"
"ABP 2021","RUET 1","aditibairagi;raihanrahman"
"ABP 2021","RUPP 1","ousacheng;hengsokserey"
"ABP 2021","SCAU 1","yantongxiang;yujuexie"
"ABP 2021","SCISU 1","liuchunxi;zhousijia"
"ABP 2021","SCU 1","catherineliu;patzeng"
"ABP 2021","SICAU 1","sunzexijie;zhangjunjia"
"ABP 2021","SISU 1","cecigu;jamiewu"
"ABP 2021","SLSP 1","vikrantdwivedi;nanditamantha"
"ABP 2021","SLSP 2","vaishnavi;aashnamansata"
"ABP 2021","SLU 1","ysagonzales;kyleancheta"
"ABP 2021","SMVIT 1","shauryamjain;pratyushkumarshekhar"
"ABP 2021","SNUDA 1","sunghyunpark;yoonchankoo"
"ABP 2021","SSC 1","jagannathjha;callistinejudelewis"
"ABP 2021","SSE 1","alanjohnsamuel;yuvrajsingh"
"ABP 2021","SSMC 1","raiyanmusharrafhusain;shahjalalhossainsium"
"ABP 2021","SSPU 1","yvtingwang;yiyangqian"
"ABP 2021","STU 1","jiangyunjie;liangjialing"
"ABP 2021","SU 1","zhushangzhen;xujiayi"
"ABP 2021","SUFE 1","sharonyang;dollyzhang"
"ABP 2021","SUFE 2","berylzhang;ponywang"
"ABP 2021","SUFE 3","kellyshen;thaliazhang"
"ABP 2021","SUFE 4","edwardwang;oliverhu"
"ABP 2021","SUFE 5","shawhan;haileyzhang"
"ABP 2021","SUFE 6","emilysong;tangmanqi"
"ABP 2021","Sunway 1","shireenali;rohansubagaran"
"ABP 2021","Sunway 2","fongjingxian;charisselow"
"ABP 2021","SUS 1","tangliangjia;zhangzeyuan"
"ABP 2021","SUST 1","mehrabshadat;sumitkarmakar"
"ABP 2021","SUST 2","nusratcharu;nahiyanchowdhury"
"ABP 2021","Swing 1","speaker;speaker"
"ABP 2021","Swing 2","speaker;speaker"
"ABP 2021","swing 3","speaker;speaker"
"ABP 2021","swing 4","speaker;speaker"
"ABP 2021","SWUFE 1","dasundesilva;wangzhuo"
"ABP 2021","SXCM 1","akankshamishra;maitreyiarwari"
"ABP 2021","SYNU 1","yangqianrui;zhaoyinghui"
"ABP 2021","SYSU 1","hongningxin;liruyi"
"ABP 2021","Taylors 1","jayphethbalangpaul;fatimahazzahra"
"ABP 2021","Taylors 2","olawoyeoyinbolade;foosheqi"
"ABP 2021","THU 1","joshkemp;tonywang"
"ABP 2021","Tokyo 1","kananishizaka;totatakahashi"
"ABP 2021","Tokyo 2","ryosukeyoshida;nasatsuchiya"
"ABP 2021","TU 1","sirikornindrayodha;supakornpalawong"
"ABP 2021","UAP 1","ariellemirandilla;scotttiamson"
"ABP 2021","UCAS 1","zhangjiaheng;lipinyang"
"ABP 2021","UCSC 1","dinethhettiarachchi;himayaperera"
"ABP 2021","UGM 1","muhammadrizkiakbarlubis;muhammadzufarfarhanzuhdi"
"ABP 2021","UGM 2","retnoanjanidianshintawulandari;maydarahmania"
"ABP 2021","UI 1","keziaascenciowidayat;elgardmariowiandika"
"ABP 2021","UI 2","ceciliatiaraliong;justingabrielwibisono"
"ABP 2021","ULM 1","estherinamulyani;vieriadidharmapuguhputra"
"ABP 2021","UMAC 1","donnertang;kikiliew"
"ABP 2021","UnHas 1","muhammadayyubmaksum;reginafarahnafilah"
"ABP 2021","UNILA 1","mandabagaskara;rrhalimatuhanna"
"ABP 2021","UNIMAS 1","ryanadlertan;akasyah"
"ABP 2021","UNIMAS 2","gurtejsingh;amysuhana"
"ABP 2021","UNRAM 1","anisyaalistasya;miwansuriadi"
"ABP 2021","UPD 1","christopherjosecarlos;pepdanguilan"
"ABP 2021","UPD 2","miggysulit;bealegaspi"
"ABP 2021","UPLB 1","armirequina;bellebarbin"
"ABP 2021","UPM 1","charletteinao;verseabellaneda"
"ABP 2021","UPMin 1","albrechtreyasumbrado;reyanthonyporras"
"ABP 2021","UPVM 1","eljenmersindo;johnreyreyes"
"ABP 2021","USST 1","yuanjiaming;chentianhao"
"ABP 2021","UST 1","lanznathanhernandez;kylavelasco"
"ABP 2021","UT MARA 1","amirulsyakir;syafiqrazak"
"ABP 2021","UT MARA 2","haikaldaniel;syauqishuhaimi"
"ABP 2021","UTP 1","zulfadhli;melson"
"ABP 2021","WHUT 1",";"
"ABP 2021","WKU 1","gaosuning;fuxiaotong"
"ABP 2021","XDSISU 1","penglvyuan;caozhuoer"
"ABP 2021","XDU 1","limengchan;liuwanqing"
"ABP 2021","XISU 1","wutong;zoudemin"
"ABP 2021","XU 1","reinemadriaga;jamescachola"
"ABP 2021","YNC 1","ianqiu;iandylanchai"
"ABP 2021","YNC 2","annanielsen;jayparmar"
"ABP 2021","YUU 1","dongbinlee;jihunpark"
"ABP 2021","ZISU 1","riveryuan;smartlee"
"ABP 2021","ZJGSU 1","fanzelin;chenzhenghong"
"ABP 2021","ZUCC 1","jessie;yvonne"
"ABP 2022","ATENEO Aquino &amp; Cuizon","rivaldoaquino;beatricecuizon"
"ABP 2022","ATENEO Barranda &amp; Chua","alybarranda;quintinarmandochua"
"ABP 2022","ATENEO Bejarin &amp; Go","davidbenjaminbejarin;kylego"
"ABP 2022","ATENEO Leung &amp; Africa","tobileung;daviddemitriafrica"
"ABP 2022","ATENEO Ypil &amp; Salazar","alexandraypil;alyssasalazar"
"ABP 2022","ATMA JAYA Giovanni &amp; Yuwanto","beautyarielbenyuwanto;angelliagiovanni"
"ABP 2022","BAC 💻Fu &amp; Chan","chloefu;meganchan"
"ABP 2022","BAC 💻Jun Xian &amp; Nathan","chuajunxian;cyriljoachimnathan"
"ABP 2022","BINUS Ongkojoyo &amp; Mulya","bobbyongkojoyo;muhammadbataramulya"
"ABP 2022","BRAC 💻Fahimuddaula &amp; Dey","alwaseemfahimuddaula;aonkitadey"
"ABP 2022","BRAC 💻Rahi &amp; Khab","mdabirhasansiddiquerahi;rahatkhab"
"ABP 2022","CHULA 💻Tan &amp; Sunpaweravong","chynnadenisewtan;sompoomsunpaweravong"
"ABP 2022","CITYU HK Chung &amp; Wong","waiyanchung;kwanyinmendozawong"
"ABP 2022","CUHK Wong &amp; Liu","keithwong;ciciliu"
"ABP 2022","DAV Vu &amp; Ngo","vuuchung;ngominhkien"
"ABP 2022","DDU COLLEGE Ahuja &amp; Puri","robinahuja;lavanyapuri"
"ABP 2022","DTU Sayiram &amp; Chawla","vsayiram;angadsinghchawla"
"ABP 2022","FTU 💻Nguyen &amp; Nguyen","thaonguyen;tungnguyen"
"ABP 2022","HUFS Lee &amp; Pyun","jaehalee;haeseongpyun"
"ABP 2022","ICU Kagazume &amp; Okumura","yuyakagazume;kotaokumura"
"ABP 2022","IITB R &amp; Nagda","harsithr;mahornagda"
"ABP 2022","IIUM Abdullah &amp; Firdaus","munirahabdullah;muhammadfirdaussyamimnoorhelmee"
"ABP 2022","IIUM Akhtarun &amp; Ahmad Sirin","ahmadsirinnabhanyasinaminuddinanwar;akhtarunnababillah"
"ABP 2022","IIUM Alsagoff &amp; Alhabshi","naufalalsagoff;ibrahimalhabshi"
"ABP 2022","IUB Murshed &amp; Rahman Megha","sadidjubayermurshed;momotazrahmanmegha"
"ABP 2022","IUT Labib &amp; Ahbab","mdishmamlabib;chowdhurysakifahbab"
"ABP 2022","Keio Horiguchi &amp; Ito","yoheihoriguchi;tsubasaito"
"ABP 2022","MALAYA Aggarwal &amp; Karttikeyn","daneshramaggarwal;kuhankarttikeyn"
"ABP 2022","MALAYA Nathan &amp; Ahsan","catherinenathan;ahsan"
"ABP 2022","MUST Gao &amp; He","alyssahe;alexgao"
"ABP 2022","MUST Ray Yang &amp; Toni Wang","rayyang;toniwang"
"ABP 2022","MYSORE 💻Rai Bhojani &amp; S","aayanaraibhojani;srirams"
"ABP 2022","NSU Treporna &amp; Salekin","sadiaebnattreporna;mdserajussalekin"
"ABP 2022","NTU Ha Duy &amp; Lim","thanhhaduy;waynelim"
"ABP 2022","NTU Lee &amp; Tan","yizhilee;garethtan"
"ABP 2022","NTU Nagib &amp; Ong","hananagib;christineong"
"ABP 2022","NTU Soh &amp; Goh","kayboonsoh;sharleengoh"
"ABP 2022","NUS Bodasing &amp; Ang","kiranbodasing;loisnaomiang"
"ABP 2022","NUS Lee &amp; Lee","shaunlee;amylee"
"ABP 2022","NUS Luo &amp; Dillon","rdudillon;rogerluo"
"ABP 2022","NUS Yan &amp; Tay","reanayan;cavantay"
"ABP 2022","PKU 💻Marin &amp; Sun","ginesmarin;amysun"
"ABP 2022","PKU 💻Qian &amp; Zhang","xiaohanzhou;yuxiaoqian"
"ABP 2022","PKU 💻Tan &amp; Geng","chengtan;tiffanygeng"
"ABP 2022","PKU 💻Thomas Yang &amp; Annika Wang","thomasyang;annikawang"
"ABP 2022","PKU 💻Yu &amp; Jin","meilunyu;rickyjin"
"ABP 2022","RMIT Nguyen &amp; Hieu","tamnguyen;tahuyhieu"
"ABP 2022","RVCE Kulkarni &amp; Halwasiya","aryennhkulkarni;anayhalwasiya"
"ABP 2022","RVCE Mitra &amp; Sane","shuvammitra;abhilashsane"
"ABP 2022","RVCE 💻Raju &amp; Shenoy","jyothikaraju;shravanshenoy"
"ABP 2022","SEOUL Koo &amp; Kim","yoonchankoo;dohyunkim"
"ABP 2022","SLS Pune Mansata &amp; Ramalingam","aashnamansata;vaishnaviramalingam"
"ABP 2022","SLS Pune Mantha &amp; Dwivedi","nanditamantha;vikrantdwivedi"
"ABP 2022","SMU Chew &amp; Oh","marcuschew;edmondoh"
"ABP 2022","SMU Lai &amp; Phua","cheeyuenlai;owenphua"
"ABP 2022","SMU Wong &amp; Soe","ziyangwong;suletyatisoe"
"ABP 2022","SUFE 💻Fei &amp; Wu","yangfei;xinyiwu"
"ABP 2022","SUFE 💻Guo &amp; Li","yutongguo;zhiruili"
"ABP 2022","SUFE 💻Huang &amp; Shen","qiyanghuang;baoqishen"
"ABP 2022","SUFE 💻Shen &amp; manqi","zhangyangshen;tangmanqi"
"ABP 2022","SUFE 💻Wang &amp; Chew","yangwang;shaohongchew"
"ABP 2022","SUFE 💻Xu &amp; Luo","lerongxu;yiyangluo"
"ABP 2022","SUFE 💻Xu &amp; Xiao","graceshiqixu;andyxqingyuanxiao"
"ABP 2022","SUFE 💻YAO &amp; ZHUANG","reneeruohanzhuang;monikayueyao"
"ABP 2022","SUNWAY Ali &amp; Pu","wesleypuchernhsiong;shireenali"
"ABP 2022","SUNWAY Calvin &amp; Ethan","calvinngkahweng;ethangohkeanyi"
"ABP 2022","SUNWAY Choo &amp; Baruddin","kelleychooyeannee;abdulhalimbaruddin"
"ABP 2022","SUNWAY Subagaran &amp; Lai","rohansubagaran;jadonlaizhenhoong"
"ABP 2022","SUNWAY Yap &amp; Yee","ernseeyap;chengzuyee"
"ABP 2022","Swing A","speaker;speaker"
"ABP 2022","Swing B","dungtran;someonespecial"
"ABP 2022","Swing C","speaker;speaker"
"ABP 2022","TEMASEK Chang &amp; Sreedharan","priscillachang;tsreedharan"
"ABP 2022","THAMMASAT Palawong &amp; Indrayodha","supakornpalawong;sirikornindrayodha"
