Tournament,TeamName,Speakers
"EUDC 2024","Athens A","georgefragkiadakis;panagisgouvelis"
"EUDC 2024","Athens B","marosamara;filipposkoutsodimitropoulos"
"EUDC 2024","AUEB A","steliosanastasopoulos;mariosloukaspsychogios"
"EUDC 2024","AUEB B","kristinaibro;ioannismavrakis"
"EUDC 2024","Bar-Ilan LH","hilaamir;lironkol"
"EUDC 2024","Bar-Ilan ZT","zivbental;tzviaohovsky"
"EUDC 2024","Belgrade A","milosprokic;oremirkovic"
"EUDC 2024","Belgrade Arts A","stefanjosipovic;konstantinkokipopovic"
"EUDC 2024","Belgrade B","lazarpopovic;mihailobabic"
"EUDC 2024","Belgrade C","pavleantonijevic;katarinalazic"
"EUDC 2024","Belgrade D","strahinjabatanjski;obrad"
"EUDC 2024","Belgrade E","kristinalazic;lukamaksic"
"EUDC 2024","Berlin A","manuelenglert;emmahansen"
"EUDC 2024","Berlin B","alexweberherrmann;marcbode"
"EUDC 2024","Berlin C","pavelkalinnikov;karlintabbara"
"EUDC 2024","BGU A","jessicagurevich;rinaneiman"
"EUDC 2024","BGU B","royperri;royyaron"
"EUDC 2024","BGU C","noamaimon;victordavidawerianow"
"EUDC 2024","BGU D","danielkhlebnikov;yuvallurie"
"EUDC 2024","Boğaziçi A","selinbinbasi;nazlcam"
"EUDC 2024","Bristol A","brianjones;yorgokyriakopoulos"
"EUDC 2024","Bristol B","ameliewillars;lauren"
"EUDC 2024","Bucharest AV","popvlad;arinadumitru"
"EUDC 2024","Bucharest C","mihaimihaiescu;bobbyungureanu"
"EUDC 2024","Cambridge A","frasermcconachie;lukeashworth"
"EUDC 2024","Cardiff A","mikoajjabonski;livmisztowt"
"EUDC 2024","Cardiff B","claramacdonald;jeremiahkenyanjui"
"EUDC 2024","Chronos A","idanbenavi;leonkersten"
"EUDC 2024","CHU A","tomasgalnor;filipvrto"
"EUDC 2024","Cicero DG","dragosglosic;davidvanwarmerdam"
"EUDC 2024","Cicero SK","spyridonkontos;lulu"
"EUDC 2024","COLMAN OA","adira;orabitbul"
"EUDC 2024","Copenhagen A","marthajohanneschou;lauraserafinepilmark"
"EUDC 2024","Copenhagen B","alisapopova;rasmusschade"
"EUDC 2024","Copenhagen C","arnulf;larslaugesen"
"EUDC 2024","Corvinus A","dianapasztor;andrasmeleg"
"EUDC 2024","Durham A","radithnanayakkara;diyaperry"
"EUDC 2024","Durham B","joshoxley;lucalombardo"
"EUDC 2024","EDS A","aniketgodbole;annacox"
"EUDC 2024","EDS B","martasampers;samwire"
"EUDC 2024","EUDU BF","cyrusbraden;eliferrell"
"EUDC 2024","EUDU CS","eoghanconnolly;zainabsardar"
"EUDC 2024","EUDU DM","tommilling;esmethornhilldavis"
"EUDC 2024","EUDU FW","noraflynnmciver;dominicwestwood"
"EUDC 2024","EUDU MK","adammallis;wurdaankashif"
"EUDC 2024","Exeter A","alexmartin;hclementjones"
"EUDC 2024","Exeter B","scottlockie;cordeliathompson"
"EUDC 2024","GUU A","mahathirmahmud;rheaabraham"
"EUDC 2024","GUU B","isaacgilbert;harveyolden"
"EUDC 2024","GUU C","zoemcfadyen;amysimmons"
"EUDC 2024","GUU D","connormurphy;harrysmith"
"EUDC 2024","Haifa A","ramymasalha;amitaiwagner"
"EUDC 2024","Haifa B","yuvalhomsky;taladler"
"EUDC 2024","Haifa C","almoglalo;noamlevin"
"EUDC 2024","Haifa D","yuvaldavidi;jordanpressel"
"EUDC 2024","Heidelberg A","bjarneroggenbuck;jonasreichert"
"EUDC 2024","HUJI AA","ayalmor;amitaibenporat"
"EUDC 2024","HUJI HY","hadargoldberg;yishaibinnes"
"EUDC 2024","HUJI IS","shacharenteen;itamarzangvil"
"EUDC 2024","HUJI IY","iris;yiftach"
"EUDC 2024","HUJI MM","maayanamid;michalrubin"
"EUDC 2024","Imperial A","matthewhamer;aaritbhattacharya"
"EUDC 2024","Imperial B","daanishsohailsonawala;laurahallmark"
"EUDC 2024","Imperial C","shalinisellam;tiksze"
"EUDC 2024","Karlsruhe A","finn;bjornchen"
"EUDC 2024","KCL A","arjunraman;kamilakawczak"
"EUDC 2024","KCL B","joshuastone;aurorazhang"
"EUDC 2024","Koç A","adelgecedemir;azadseki"
"EUDC 2024","Leiden MS","mert;sebastiaannoordam"
"EUDC 2024","Leiden RH","rosanspeek;aafkemoltzer"
"EUDC 2024","Liverpool A","eleanormurdoch;rui"
"EUDC 2024","Liverpool B","tildarichards;peterharris"
"EUDC 2024","Liverpool C","jamesbradley;harryrossgorman"
"EUDC 2024","Ljubljana A","tejasapac;majhrovatin"
"EUDC 2024","LSE A","tanaerao;deonkiew"
"EUDC 2024","LSE B","redacted;sachintissera"
"EUDC 2024","LSE C","stefanmilicescu;arjungunalan"
"EUDC 2024","LSE MD","dominiccamino;mihikachechi"
"EUDC 2024","Manchester A","wajeehmaaz;lucieslamova"
"EUDC 2024","Manchester B","abdullahatassi;ibrahimejaz"
"EUDC 2024","MCC LW","kincsoklaragal;hannakulcsar"
"EUDC 2024","MCC PM","balazsszigeti;laszlomarjai"
"EUDC 2024","Munich A","philippsteen;uzairtajuddin"
"EUDC 2024","Munich B","allisonzhang;adorasabau"
"EUDC 2024","Nottingham A","skyng;camerondocherty"
"EUDC 2024","NTUA A","angelikintalapera;jimbalatos"
"EUDC 2024","NU F","mereybalgabayeva;zhibekakimova"
"EUDC 2024","NU S","altynayzamanbekova;aigerimaibassova"
"EUDC 2024","OUI AA","avshalomyonailiberman;adistiassnie"
"EUDC 2024","OUI DL","davidcarmon;linoyraz"
"EUDC 2024","OUI TI","tamarperetz;itaycohen"
"EUDC 2024","Oxford A","chrismentiscravaris;aidanwoo"
"EUDC 2024","Oxford B","ahmedhussain;pranavbaskar"
"EUDC 2024","Oxford C","bharathanantham;garethlim"
"EUDC 2024","Oxford D","tanushagarwal;bonfiliodazzle"
"EUDC 2024","Oxford E","ameliap;lwandlentshangase"
"EUDC 2024","Oxford F","hannahedwards;abramchan"
"EUDC 2024","Oxford G","heatherli;davidlogan"
"EUDC 2024","Oxford H","lexischolefield;justineleung"
"EUDC 2024","Porto A","mariliamontenegro;gabiwerdan"
"EUDC 2024","Reichman A","arinrosner;dankritzer"
"EUDC 2024","Reichman B","adina;idanzamir"
"EUDC 2024","Reichman C","yonatanetzionrosenberg;shanisheinblat"
"EUDC 2024","Reichman D","rotemkalal;danielgeffen"
"EUDC 2024","RRIS A","shannahsaul;ellynamatinia"
"EUDC 2024","RRIS B","peteldubnov;toms"
"EUDC 2024","Sciences Po A","tarunr;victortong"
"EUDC 2024","Sciences Po B","taniaacsinte;aliciawang"
"EUDC 2024","Sciences Po C","liliahessabi;vijaturulyte"
"EUDC 2024","Sciences Po D","antoniovrabec;selmalyhne"
"EUDC 2024","Sheffield SJ","samuelallen;johannaissak"
"EUDC 2024","St Andrews A","alastairbowyer;williamsmith"
"EUDC 2024","St Andrews B","carashepherd;parthpandya"
"EUDC 2024","St Andrews C","freddysimonnetlefevre;jackjillings"
"EUDC 2024","St Andrews D","agnesli;myrak"
"EUDC 2024","Stockholm AS","sebastianpalacios;aboodalzeno"
"EUDC 2024","Stuttgart A","markusgelfgren;andreybelkin"
"EUDC 2024","Swing A","speaker;speaker"
"EUDC 2024","Tartu A","tanelmutt;kristjansuuder"
"EUDC 2024","Tartu B","karmenlaud;ellenroper"
"EUDC 2024","TCD Hist AM","avamurphy;ziyadanwer"
"EUDC 2024","TCD Hist CM","marthamckinneyperry;andycullinan"
"EUDC 2024","TCD Hist EK","amyjenniferkennedy;ellaeskola"
"EUDC 2024","TCD Hist HS","annasawicka;katyharrington"
"EUDC 2024","TCD Hist KGW","benkieranglennon;athenawu"
"EUDC 2024","TCD Phil A","oisinbrowne;srishtinautiyal"
"EUDC 2024","TCD Phil B","henriettavanni;hilaryvanni"
"EUDC 2024","TCD Phil C","ralucableier;vikrambalasubramanian"
"EUDC 2024","TCD Phil D","davidkelly;tommykoh"
"EUDC 2024","TCD Phil E","kittybeattie;oisinward"
"EUDC 2024","Technion A","guywolf;yaelwolff"
"EUDC 2024","Technion B","karnishifrin;omerbareket"
"EUDC 2024","Technion C","rinahendrie;nadavkeren"
"EUDC 2024","Technion D","nevowernerreiss;ozshiber"
"EUDC 2024","Tel Aviv A","annieschwartz;boazkatzir"
"EUDC 2024","Tel Aviv B","orenaminof;ortoledano"
"EUDC 2024","Tel Aviv OY","orkatz;yuvalshapira"
"EUDC 2024","Tel Aviv RO","orenshacham;reutginat"
"EUDC 2024","Trivium A","alexsteinmetz;noralyjonis"
"EUDC 2024","Trivium B","adriannamazur;pjotrkoster"
"EUDC 2024","TUD A","milanvargheese;dearbhlapeelo"
"EUDC 2024","TUT A","anastassiaserbina;vladislavkonstantinov"
"EUDC 2024","TUT B","sofialarens;mykhailodatsenko"
"EUDC 2024","UAM A","wiktorchaupniczak;haniaszczerbinska"
"EUDC 2024","UCD LawSoc A","emmaflanagan;matthewodonnell"
"EUDC 2024","UCD LawSoc B","liadainosullivan;pearsewoods"
"EUDC 2024","UCD L&amp;H A","shanetully;robfitzpatrick"
"EUDC 2024","UCD L&amp;H B","adrianneward;aislingoreilly"
"EUDC 2024","UCD L&amp;H C","niallmartin;stephanedebaireid"
"EUDC 2024","UCD L&amp;H D","aymanmemon;donalobyrne"
"EUDC 2024","UCL A","ricktan;umarbuckus"
"EUDC 2024","UCL B","navdhaliwal;rohancampion"
"EUDC 2024","UCL C","wendylian;javibermejovilas"
"EUDC 2024","UEA A","oscarstanley;alex"
"EUDC 2024","UEA B","manonmemmi;soumyajitsaha"
"EUDC 2024","Utrecht A","raoulmeijer;roalddevries"
"EUDC 2024","Utrecht B","patrickschmiermann;matyldajellonnek"
"EUDC 2024","Vienna A","victorjohannesbervoets;miraeberdorfer"
"EUDC 2024","Vienna B","liamurban;aleksandradurbazeva"
"EUDC 2024","Warsaw HI","igorszar;hannapabis"
"EUDC 2024","Warsaw MG","grzegorzzinczuk;matiwojtowicz"
"EUDC 2024","Warsaw MI","martasanzwawer;ignacykrzewski"
"EUDC 2024","Warsaw PW","weronikahupert;patrykbiernat"
"EUDC 2024","Warwick AS","asmibanerjee;sreyasnagarajan"
"EUDC 2024","Warwick YZ","zacharytoo;yit"
"EUDC 2024","Weizmann A","roimakov;drorbrook"
"EUDC 2024","Weizmann B","shachargold;dafnapeled"
"EUDC 2024","Weizmann C","yotamkenneth;aditikakkad"
"EUDC 2024","Weizmann D","alexanderallee;noamottolenghi"
"EUDC 2024","Zagreb A","jagodasabljic;petarznidar"
"EUDC 2024","Zagreb B","lovromarusic;larasuboticanec"
"EUDC 2024","Zagreb C","patrikbransajd;masakarapandza"
"EUDC 2024","Zagreb D","ivandzepina;martavukic"
"EUDC 2024","Zagreb E","ivagojanovic;sarakrpan"
"EUDC 2024","Zurich A","dhruvhariharan;teymouraldridge"
"EUDC Challenge IV 2021","Aalto A","sarakauppila;ninalampela"
"EUDC Challenge IV 2021","Aanchester M","susufyteel;komtuson"
"EUDC Challenge IV 2021","Aberdeen BF","robertferguson;jackboag"
"EUDC Challenge IV 2021","A Granny and A Mum","rachelonunain;genevaroy"
"EUDC Challenge IV 2021","Bar-Ilan A","menachemweber;dariachill"
"EUDC Challenge IV 2021","Belgrade A","djordjeradosavljevic;martavasic"
"EUDC Challenge IV 2021","Birkbeck A","gwylimtaylor;emilyfrizell"
"EUDC Challenge IV 2021","Challenger, I hardly know &#x27;er!","yishaibinnes;alizafaber"
"EUDC Challenge IV 2021","Dijon and Souffle","vladimirasuflaj;brunodezan"
"EUDC Challenge IV 2021","Edinburgh A","ceryswalsh;jasonwoods"
"EUDC Challenge IV 2021","Haifa A&amp;L","lilachbendavid;ayalmor"
"EUDC Challenge IV 2021","Huji H&amp;M","michalrubin;hodayalevy"
"EUDC Challenge IV 2021","HUJI L&amp;T","liorsokol;tamarbenmeir"
"EUDC Challenge IV 2021","Imperial B","olgaenikeeva;matthewhamer"
"EUDC Challenge IV 2021","Imperial C(hris! Tab when?)","alexandernielsen;giannispaschos"
"EUDC Challenge IV 2021","I promise to be fresh v2","karinakuznietsova;romanmatiushko"
"EUDC Challenge IV 2021","It&#x27;s a challenge to come up with a ","boazkatzir;eyalhorowitz"
"EUDC Challenge IV 2021","KCW…grind mentality","zeyneptavsanli;wajeehmaaz"
"EUDC Challenge IV 2021","Leiden A(in&#x27;t taking any more Ls f","ilincaalexandra;nikolamichaylov"
"EUDC Challenge IV 2021","Ljepotan i zver","oljabosnjak;lovrosprem"
"EUDC Challenge IV 2021","Maybe the real challenge was makin","callumduffy;adammallis"
"EUDC Challenge IV 2021","NU Q","mukhtartashkenbayev;aigerimaibassova"
"EUDC Challenge IV 2021","Oxford B","louisabroeg;aniketchakravorty"
"EUDC Challenge IV 2021","Pain and Gain one last ride","nikolayangelov;rumenmarinov"
"EUDC Challenge IV 2021","Phil A","dylanmccarthy;jackpalmer"
"EUDC Challenge IV 2021","semifinal curse","tomerdovzhenko;ramymasalha"
"EUDC Challenge IV 2021","Swing A","speaker;speaker"
"EUDC Challenge IV 2021","Swing B","speaker;speaker"
"EUDC Challenge IV 2021","Swing F","rhys;kat"
"EUDC Challenge IV 2021","TCD Hist A","jacksynnott;caoimhinhamill"
"EUDC Challenge IV 2021","TCD Hist B","gabriellefullam;jackwilliams"
"EUDC Challenge IV 2021","TCD Hist Dancing Queens 👑","aoileannnimhurchu;marthamckinneyperry"
"EUDC Challenge IV 2021","TCD Hist E","sinzianastanciu;aislingrooney"
"EUDC Challenge IV 2021","Technion N&amp;N","nathanbenish;nadavbarak"
"EUDC Challenge IV 2021","Urban outdoor dwellers","henriksbermanis;alexandrsusic"
"EUDC Challenge IV 2021","We&#x27;re here for WUDC, don&#x27;t challen","assaphhanany;gilpeled"
"EUDC Challenge IV 2021","Wringing Answers from Parched Puri","entinglee;srishtikrishnamoorthycavell"
"EUDC Challenge IV 2021","YMNLU A","atiyaalhammud;andriykasyanenko"
"EUDC Challenge IV 2021","Yugo","andrijanaristic;ilijadragic"
"Exeter Invitational 2025","Advocating Amelias","ameliabaker;amytamblyn"
"Exeter Invitational 2025","eCONomics","lucymcbrown;patricklawlor"
"Exeter Invitational 2025","EXEcessive Drinking","scottlockie;ameliadoudican"
"Exeter Invitational 2025","Exe-Hampton","jamesfairweather;angelynimarangonilevere"
"Exeter Invitational 2025","EXE-Parrots","alexmartin;jacksondavies"
"Exeter Invitational 2025","Exeter-Cutioners","vandanatiwari;matthewmichelmore"
"Exeter Invitational 2025","Facial Hair Force","anthonybedale;nicolasgomez"
"Exeter Invitational 2025","If yapping was a crime,","annahenderson;samuelhumphriss"
"Exeter Invitational 2025","Keir&#x27;s Commandos","samuelfarroll;williampearson"
"Exeter Invitational 2025","Mass Debaters","nikhilpillai;carlegginton"
"Exeter Invitational 2025","Mega powers","jamashodivala;brynperry"
"Exeter Invitational 2025","Poultry Appreciation Society","isaacmcmanus;lucaschapman"
"Exeter Invitational 2025","🦖RAH","phoebemorris;horryfoster"
"Exeter Invitational 2025","Team Rocket","roniaiheama;alexanderlewin"
"Exeter Invitational 2025","We&#x27;ll never be EXE&#x27;s","amberleythay;thomasphillips"
"Exeter Invitational 2025","You’ve been framed!","jamesrobertson;ellaharman"
"Exeter Open 2024","60 million down the drain Kai haver","joshuaslocombe;jamesrobertson"
"Exeter Open 2024","Any speak rounds to 100 if you&#x27;re b","laurahallmark;samuelallen"
"Exeter Open 2024","Breaking Good","louistikaram;muhammadmalik"
"Exeter Open 2024","bring your child to work day","katepearey;nikhilakappuram"
"Exeter Open 2024","Didn&#x27;t Survive the Great War","issyllewellynjones;amandinebrown"
"Exeter Open 2024","Here to win debates and take ADHD m","orlawatson;henryclementjones"
"Exeter Open 2024","I miss my EXE","mattgaston;jamesfairweather"
"Exeter Open 2024","Imperial doesn&#x27;t shower","sahilkhandelwal;davidye"
"Exeter Open 2024","Jason Donervan&#x27;s Elite Traveling Tr","adityaharikrishnan;ameliewillars"
"Exeter Open 2024","Legal laws, impactful impacts","annahenderson;asherjayson"
"Exeter Open 2024","Not Up for Debate 🙊","ayeshaameeramemon;archiestewart"
"Exeter Open 2024","Probably Newts","mollypanagiwilliams;roniaiheama"
"Exeter Open 2024","Swing 1","swingmarkthisspeakertwice;dontgivespeaksonballot"
"Exeter Open 2024","Swing 2","swingmarkthisspeakertwice;dontgivespeaksonballot"
"Exeter Open 2024","Swing 3","swingmarkthisspeakertwice;dontgivespeaksonballot"
"Exeter Open 2024","The Two Halves of John Wick&#x27;s Hair","alexmartin;scottlockie"
"Exeter Open 2024","wait, isn&#x27;t this a Plymouth IV prep","livmisztowt;mikolajjablonski"
"Exeter Open 2024","We promise we won&#x27;t knife you, but","liamradford;nikhilsanthoshkumarpillai"
"Exeter Open 2024","White boy w/ curly hair &amp; Asian gir","christiandasilva;wendylian"
"Exeter Open 2024","White boy w/ very curly hair &amp; Asia","rohancampion;yiranyang"
"Father Roger Guindon Cup 2023","CUDS/EDS Virgins by choice","hamzaaziz;rohankiska"
"Father Roger Guindon Cup 2023","CUDS Here, Queer, Full of Existential Fe","veemcmillana;jamalalli"
"Father Roger Guindon Cup 2023","CUDS Near and Mello","davidchen;benjaminseguin"
"Father Roger Guindon Cup 2023","CUDS Opa Guindon Style","sarahsikder;fionagervin"
"Father Roger Guindon Cup 2023","CUDS Panel, we brought the food","gauracappelletti;eyasvaldez"
"Father Roger Guindon Cup 2023","CUDS Sleep Paralysis Demons","owencruickshank;saadrizwan"
"Father Roger Guindon Cup 2023","CUDS Starflake","zermeshirani;duncanmacdonald"
"Father Roger Guindon Cup 2023","EDS Ashking for a friend","jasmineleung;ashbhuyan"
"Father Roger Guindon Cup 2023","EDS Swing","swing;swing"
"Father Roger Guindon Cup 2023","EDS The Spanish Inquisition","pedro;jamesblack"
"Father Roger Guindon Cup 2023","HH Roses are red, Violets are blue","akilhuang;mahiraziz"
"Father Roger Guindon Cup 2023","HH Sweep","maxqian;williamweiliangzhang"
"Father Roger Guindon Cup 2023","HH Who&#x27;s Howard","abidurrahman;glenhung"
"Father Roger Guindon Cup 2023","MDU One and Only","yajingwang;astridheath"
"Father Roger Guindon Cup 2023","QDU And They Were Roommates","brandongroth;alexkelly"
"Father Roger Guindon Cup 2023","QDU Deeply Insecure Billionaire","clairechen;raymondqiu"
"Father Roger Guindon Cup 2023","QDU Ketamine Budget","lilymckay;jasminegao"
"Father Roger Guindon Cup 2023","QDU The Fog is Coming","jameslarkin;juliavandamme"
"Father Roger Guindon Cup 2023","QDU Therapy Session","emmakelly;roberthowden"
"Father Roger Guindon Cup 2023","RMC Team Girl Boss","margaritabajamic;amandamurgel"
"Father Roger Guindon Cup 2023","SODALES/CUDS","meghanrunge;rajgill"
"Father Roger Guindon Cup 2023","SODALES JFK and Castro","johnpearce;daiyambasharat"
"Father Roger Guindon Cup 2023","UW 1","tedren;murielwang"
"Father Roger Guindon Cup 2023","UW Guindon/Guindoff","saharshsuryadevara;ananyabose"
"Father Roger Guindon Cup 2023","UWODS 3","jeffewcheung;owenhillring"
"Father Roger Guindon Cup 2023","UWODS $400 Uber","danielsvirsky;laurenmeikle"
"Father Roger Guindon Cup 2023","UWODS Be the Cowboy","liammcgarry;tesssmith"
"Father Roger Guindon Cup 2023","UWODS Pnick Sick","adamursenbach;georgemacauley"
"Father Roger Guindon Cup 2024","6’4 Slutty GILF Magnets Wearing V-N","eyasvaldez;vasukamra"
"Father Roger Guindon Cup 2024","Arch Nemeses","brandongroth;jubileelambie"
"Father Roger Guindon Cup 2024","Commonwealth Twinks","zainikram;elliotjones"
"Father Roger Guindon Cup 2024","CUDS 5’4 (3(2.0)1)","erinberry;ashleyshea"
"Father Roger Guindon Cup 2024","CUDS Coconuts","dilanmodha;mannatsra"
"Father Roger Guindon Cup 2024","CUDS gonna eat but it won’t be beef","kylasilva;maddygordon"
"Father Roger Guindon Cup 2024","CUDS Nah, I&#x27;d win","nitinalagu;haydenstrachan"
"Father Roger Guindon Cup 2024","CUDS Pushing Positivity","jamesdalton;leviathanmcmillan"
"Father Roger Guindon Cup 2024","CUDS RH","saadrizwan;dylanhaegeman"
"Father Roger Guindon Cup 2024","EDS 528 MCAT","kylagouletkilgour;madalinepacurari"
"Father Roger Guindon Cup 2024","EDS Cauc(asians)","rosezhou;yueqianwang"
"Father Roger Guindon Cup 2024","EDS ex-machinas","ashrakatelboraey;mariacorcoran"
"Father Roger Guindon Cup 2024","EDS Full Moon","martinspielauer;vladimirkhaimovich"
"Father Roger Guindon Cup 2024","EDS Los Pinguinos","erencemtezcan;tamirubushu"
"Father Roger Guindon Cup 2024","EDS Water Dog","matthewlandis;owenlamont"
"Father Roger Guindon Cup 2024","Funfetti Cake","arianegroulx;judyzhong"
"Father Roger Guindon Cup 2024","Guelph B &amp; R","benjaminellis;ruyiru"
"Father Roger Guindon Cup 2024","Guelph Double Trouble","georgedumitru;johndowdall"
"Father Roger Guindon Cup 2024","Guelph Pretty Girls","piyaparmar;justindixon"
"Father Roger Guindon Cup 2024","Guelph Tab Toppers","ericafirouzbehi;kelvinsheppard"
"Father Roger Guindon Cup 2024","HH Entitled to financial compensation","larryli;mcewenrail"
"Father Roger Guindon Cup 2024","HH I cannot make the 9 pm spar because","elginlin;simonyu"
"Father Roger Guindon Cup 2024","HH Janis Ian apologists","cammirandaradbord;andymookerjea"
"Father Roger Guindon Cup 2024","HH principle of sTAte AuTOnOmY","jonahrosen;viveksapru"
"Father Roger Guindon Cup 2024","IDK make one up","navreetsidhu;humamaziz"
"Father Roger Guindon Cup 2024","in our debate comeback arc","davidzu;josephmai"
"Father Roger Guindon Cup 2024","its going swingingly","speaker;speaker"
"Father Roger Guindon Cup 2024","letting it linger","lilymckay;livimcelrea"
"Father Roger Guindon Cup 2024","MDS A","dylanthomas;danielalmeida"
"Father Roger Guindon Cup 2024","MDS B","aasmitgupta;salenajandu"
"Father Roger Guindon Cup 2024","MDS C","mwaimmbijjewe;seaneslami"
"Father Roger Guindon Cup 2024","MDU MDU umm actually","noahaldinger;anastaciaraniuk"
"Father Roger Guindon Cup 2024","MDU puthy thlayers","johnwashburn;cherrysun"
"Father Roger Guindon Cup 2024","MDU SUCDIs","anderswoodruff;louisphillipebateman"
"Father Roger Guindon Cup 2024","MDU the grave scene from saltburn","aubreynan;thomasbowes"
"Father Roger Guindon Cup 2024","MDU truly humble under god","bridgetli;vijaytupper"
"Father Roger Guindon Cup 2024","Middlebury A","aidanscible;abbotthowe"
"Father Roger Guindon Cup 2024","Middlebury C","zuzannagodzinska;fenyawalter"
"Father Roger Guindon Cup 2024","Middlebury D","atiykahmeed;nathankim"
"Father Roger Guindon Cup 2024","QC BaguETS","veselingetov;florentduchesne"
"Father Roger Guindon Cup 2024","QC Le spectre du séparatsime","davidchapdelaine;feiwu"
"Father Roger Guindon Cup 2024","QC Sock &#x27;n&#x27; Roll","isabellezhang;felixdesroches"
"Father Roger Guindon Cup 2024","QC Val-des-Sources","nikolasmorel;akrammokhtari"
"Father Roger Guindon Cup 2024","QDU/EDS Cramp Budget","reilly;catherinesui"
"Father Roger Guindon Cup 2024","QDU Katya Was Robbed","sophieng;swetlanakumar"
"Father Roger Guindon Cup 2024","QDU Sbrolla family dynasty","roberthowden;alexkelly"
"Father Roger Guindon Cup 2024","QDU they bleed","lucasbauer;oliviatucker"
"Father Roger Guindon Cup 2024","QDU Twinkies","carolineding;edwardsy"
"Father Roger Guindon Cup 2024","QDU Vehicular manslaughter first degree","abhaykatoch;jameslarkin"
"Father Roger Guindon Cup 2024","Ree Ree and Joshee","joshuacohen;raymondqiu"
"Father Roger Guindon Cup 2024","SEED Kneppers’ Knights","nimaikoneru;nicholasabernethy"
"Father Roger Guindon Cup 2024","swinging along","speaker;speaker"
"Father Roger Guindon Cup 2024","swing that beat","speaker;speaker"
"Father Roger Guindon Cup 2024","Sylvia Plath kind of mood","emilyyinchangshi;crystalzhang"
"Father Roger Guindon Cup 2024","UW bizarre adventure (we miss jojo)","tairamehta;elainezhao"
"Father Roger Guindon Cup 2024","UW Jumama&#x27;s trust fund babies","guochen;alexzhu"
"Father Roger Guindon Cup 2024","UWODS Imagine PAUL has SEX","allenzhu;nicoleli"
"Father Roger Guindon Cup 2024","UWODS is this a curb 🚗","tessasmith;kylacoutts"
"Father Roger Guindon Cup 2024","UWODS sex in singleplayer","camillelesco;paulzhao"
"Father Roger Guindon Cup 2024","UW physically taking 5 men","tedren;samuelbai"
"Father Roger Guindon Cup 2024","UW the gamification of period tracking","ananyabose;advaitsangle"
"Father Roger Guindon Cup 2024","UW uwu","nyxkucharski;aliceqi"
"Father Roger Guindon Cup 2024","We can&#x27;t both be the passenger prin","tanvirshahriar;adambanihani"
"Father Roger Guindon Cup 2025","backshots on the hedonic treadmill","eamonroach;lilymckaydecarvalho"
"Father Roger Guindon Cup 2025","Claire bear","nimaikoneru;clairechen"
"Father Roger Guindon Cup 2025","Cornell 1","williamlock;abhaygupta"
"Father Roger Guindon Cup 2025","Cornell 2","eaminahmed;sorenjensen"
"Father Roger Guindon Cup 2025","Cornell 3","nicolasjaimes;alexisbell"
"Father Roger Guindon Cup 2025","CUDS 4","arkadevbiswasdeepra;thomasandre"
"Father Roger Guindon Cup 2025","CUDS 5","mutazhammad;sammoir"
"Father Roger Guindon Cup 2025","CUDS Drill Baby Drill","dylanhaegeman;adrianjimenez"
"Father Roger Guindon Cup 2025","CUDS/eds Xi Jinping 2028","ericpeng;bilguuntserenbadral"
"Father Roger Guindon Cup 2025","CUDS Himbo and Lesbian","haydenstrachan;kylasilva"
"Father Roger Guindon Cup 2025","CUDS hot girls were girl guides","maddygordon;ashleyshea"
"Father Roger Guindon Cup 2025","EDS/CUDS HATSUNE MIKU IN FORTNIGHT?","kellyhuang;emmanolan"
"Father Roger Guindon Cup 2025","EDS elephant dinner squad","sophiegebreselassie;cindyli"
"Father Roger Guindon Cup 2025","EDS Enjoying Drunk Saturdays","sahilkhokhar;sophiegebreselassie"
"Father Roger Guindon Cup 2025","EDS Every Dragon Sparkles","marionrafaralahisoa;ranibetsiaroana"
"Father Roger Guindon Cup 2025","EDS fuck Albany","alicialeguizamonlopez;oscarlavitt"
"Father Roger Guindon Cup 2025","EDS pochita","redacted;rintarokodaira"
"Father Roger Guindon Cup 2025","EDS/TMU Exhausting Daily Shenanigan","ethanvankessel;angelinafosterdelmundo"
"Father Roger Guindon Cup 2025","Hart House/Waterloo Snorlax","davidzu;alexzhu"
"Father Roger Guindon Cup 2025","HHDC 1.5x gay multiplier","krapookiewwongcharoen;tenwatanaprakarnchai"
"Father Roger Guindon Cup 2025","HHDC Pakistan","aizadrayan;subhankhan"
"Father Roger Guindon Cup 2025","HHDC Schlieffen Plan","ashlynlu;joyluo"
"Father Roger Guindon Cup 2025","HHDC zhang-hemmati coalition government","crystalzhang;kosarhemmati"
"Father Roger Guindon Cup 2025","HP a H-B P","vijaytupper;humamaziz"
"Father Roger Guindon Cup 2025","Independent CF","annikafrankiss;guochen"
"Father Roger Guindon Cup 2025","Jimmy Fallon","livimcelrea;brandongroth"
"Father Roger Guindon Cup 2025","karel is pronounced like karl :D","karelbrandenbarg;kwamesafo"
"Father Roger Guindon Cup 2025","MDU 4th Taiwan Strait Crisis","warrenchen;christopherli"
"Father Roger Guindon Cup 2025","MDU/CUDS Kneecapping Misogynists","marylarkin;nitinalagu"
"Father Roger Guindon Cup 2025","MDU debate but it&#x27;s completely differe","aubreynan;noahaldinger"
"Father Roger Guindon Cup 2025","MDU Russian Domination","sophiemiretsky;fedorbiryukov"
"Father Roger Guindon Cup 2025","MDU she likes it soft, he likes it hard","bridgetli;johnwashburn"
"Father Roger Guindon Cup 2025","MDU the british raj","ameliataylor;tanyachawla"
